id,acc_trade_price,acc_trade_volume,date_time_kst,exchange,high_price,low_price,market,opening_price,time_unit,trade_price
1163,30943561529,2479.365774,2020-09-29 9:00,UPBIT,12688000,12399000,KRW_BTC,12468000,DAY,12601000
1164,36934110900,2919.956269,2020-09-28 9:00,UPBIT,12795000,12425000,KRW_BTC,12515000,DAY,12468000
1165,17648475955,1415.11836,2020-09-27 9:00,UPBIT,12597000,12320000,KRW_BTC,12506000,DAY,12515000
1166,15807213914,1266.600018,2020-09-26 9:00,UPBIT,12550000,12431000,KRW_BTC,12456000,DAY,12506000
1167,35979016377,2895.53433,2020-09-25 9:00,UPBIT,12550000,12311000,KRW_BTC,12495000,DAY,12455000
1168,37921834532,3114.322533,2020-09-24 9:00,UPBIT,12695000,11912000,KRW_BTC,11943000,DAY,12500000
1169,30573620247,2511.568114,2020-09-23 9:00,UPBIT,12348000,11913000,KRW_BTC,12346000,DAY,11943000
1170,30619634724,2500.060755,2020-09-22 9:00,UPBIT,12380000,12090000,KRW_BTC,12290000,DAY,12344000
1171,47710106092,3820.681612,2020-09-21 9:00,UPBIT,12828000,12160000,KRW_BTC,12828000,DAY,12290000
1172,22899489576,1791.113123,2020-09-20 9:00,UPBIT,12942000,12652000,KRW_BTC,12928000,DAY,12819000
1173,26749956364,2078.814763,2020-09-19 9:00,UPBIT,13036000,12741000,KRW_BTC,12781000,DAY,12940000
1174,29032522101,2277.285377,2020-09-18 9:00,UPBIT,12837000,12672000,KRW_BTC,12811000,DAY,12777000
1175,41324682570,3228.037049,2020-09-17 9:00,UPBIT,13050000,12623000,KRW_BTC,12908000,DAY,12811000
1176,49511485549,3856.194297,2020-09-16 9:00,UPBIT,13050000,12652000,KRW_BTC,12801000,DAY,12913000
1177,46872140520,3676.586632,2020-09-15 9:00,UPBIT,12913000,12555000,KRW_BTC,12657000,DAY,12814000
1178,35084126336,2810.175514,2020-09-14 9:00,UPBIT,12736000,12285000,KRW_BTC,12377000,DAY,12659000
1179,31758933652,2563.925195,2020-09-13 9:00,UPBIT,12571000,12147000,KRW_BTC,12379000,DAY,12377000
1180,20862828213,1692.155038,2020-09-12 9:00,UPBIT,12455000,12228000,KRW_BTC,12336000,DAY,12379000
1181,31705458795,2587.418123,2020-09-11 9:00,UPBIT,12388000,12170000,KRW_BTC,12328000,DAY,12336000
1182,51049389672,4150.918463,2020-09-10 9:00,UPBIT,12435000,12050000,KRW_BTC,12189000,DAY,12328000
1183,34669073726,2860.20371,2020-09-09 9:00,UPBIT,12290000,11939000,KRW_BTC,12130000,DAY,12177000
1184,40567225704,3338.502553,2020-09-08 9:00,UPBIT,12448000,11900000,KRW_BTC,12388000,DAY,12131000
1185,41612849961,3422.903789,2020-09-07 9:00,UPBIT,12450000,11860000,KRW_BTC,12353000,DAY,12388000
1186,34671546522,2820.788902,2020-09-06 9:00,UPBIT,12493000,12123000,KRW_BTC,12383000,DAY,12353000
1187,51491560856,4161.039253,2020-09-05 9:00,UPBIT,12762000,12120000,KRW_BTC,12630000,DAY,12382000
1188,81665296367,6538.450248,2020-09-04 9:00,UPBIT,12773000,12160000,KRW_BTC,12301000,DAY,12636000
1189,94143401976,7225.318548,2020-09-03 9:00,UPBIT,13670000,12265000,KRW_BTC,13572000,DAY,12303000
1190,79532170806,5822.802291,2020-09-02 9:00,UPBIT,14010000,13282000,KRW_BTC,13972000,DAY,13571000
1191,67380057022,4847.35215,2020-09-01 9:00,UPBIT,14097000,13630000,KRW_BTC,13733000,DAY,13974000
1192,43398359512,3166.158375,2020-08-31 9:00,UPBIT,13840000,13580000,KRW_BTC,13671000,DAY,13739000
1193,32728750263,2403.720391,2020-08-30 9:00,UPBIT,13687000,13465000,KRW_BTC,13470000,DAY,13671000
1194,30771087828,2279.262696,2020-08-29 9:00,UPBIT,13568000,13416000,KRW_BTC,13546000,DAY,13470000
1195,40954465328,3043.467661,2020-08-28 9:00,UPBIT,13550000,13332000,KRW_BTC,13401000,DAY,13549000
1196,73372727046,5462.363708,2020-08-27 9:00,UPBIT,13675000,13245000,KRW_BTC,13561000,DAY,13401000
1197,99215044387,7348.775059,2020-08-26 9:00,UPBIT,13633000,13350000,KRW_BTC,13473000,DAY,13561000
1198,76682467827,5630.219385,2020-08-25 9:00,UPBIT,13884000,13341000,KRW_BTC,13876000,DAY,13476000
1199,47140930422,3402.101195,2020-08-24 9:00,UPBIT,13940000,13745000,KRW_BTC,13816000,DAY,13876000
1200,29214566204,2120.58334,2020-08-23 9:00,UPBIT,13856000,13700000,KRW_BTC,13850000,DAY,13802000
1201,45598030758,3325.653349,2020-08-22 9:00,UPBIT,13850000,13500000,KRW_BTC,13781000,DAY,13840000
1202,63620712174,4571.555757,2020-08-21 9:00,UPBIT,14012000,13761000,KRW_BTC,13951000,DAY,13781000
1203,42298639750,3049.387612,2020-08-20 9:00,UPBIT,14050000,13750000,KRW_BTC,13884000,DAY,13967000
1204,75853613514,5471.161526,2020-08-19 9:00,UPBIT,14084000,13666000,KRW_BTC,14002000,DAY,13878000
1205,84322639568,5958.553612,2020-08-18 9:00,UPBIT,14339000,13811000,KRW_BTC,14202000,DAY,14000000
1206,99435021020,7068.798724,2020-08-17 9:00,UPBIT,14382000,13809000,KRW_BTC,13889000,DAY,14204000
1207,36320366074,2621.220263,2020-08-16 9:00,UPBIT,13962000,13751000,KRW_BTC,13867000,DAY,13889000
1208,52743660027,3784.706795,2020-08-15 9:00,UPBIT,14051000,13796000,KRW_BTC,13845000,DAY,13878000
1209,74921142333,5427.795611,2020-08-14 9:00,UPBIT,13939000,13706000,KRW_BTC,13810000,DAY,13846000
1210,88906429410,6509.120091,2020-08-13 9:00,UPBIT,13890000,13398000,KRW_BTC,13708000,DAY,13810000
1211,60893951822,4491.106464,2020-08-12 9:00,UPBIT,13745000,13306000,KRW_BTC,13619000,DAY,13709000
1212,97125046630,7038.425569,2020-08-11 9:00,UPBIT,14042000,13337000,KRW_BTC,13994000,DAY,13619000
1213,85460645790,6087.496937,2020-08-10 9:00,UPBIT,14280000,13746000,KRW_BTC,13814000,DAY,13990000
1214,39378187572,2856.75718,2020-08-09 9:00,UPBIT,13905000,13652000,KRW_BTC,13884000,DAY,13820000
1215,36002526306,2600.978883,2020-08-08 9:00,UPBIT,13960000,13710000,KRW_BTC,13777000,DAY,13887000
1216,61891807767,4462.328065,2020-08-07 9:00,UPBIT,14064000,13551000,KRW_BTC,13883000,DAY,13777000
1217,79503792787,5736.954701,2020-08-06 9:00,UPBIT,14036000,13666000,KRW_BTC,13843000,DAY,13884000
1218,96484982555,7147.339005,2020-08-05 9:00,UPBIT,13881000,13229000,KRW_BTC,13322000,DAY,13843000
1219,57720109205,4322.71666,2020-08-04 9:00,UPBIT,13488000,13130000,KRW_BTC,13273000,DAY,13319000
1220,58620021047,4402.742824,2020-08-03 9:00,UPBIT,13573000,12945000,KRW_BTC,13030000,DAY,13272000
1221,1.44622E+11,10730.69158,2020-08-02 9:00,UPBIT,14380000,12871000,KRW_BTC,13922000,DAY,13030000
1222,75023194212,5463.181738,2020-08-01 9:00,UPBIT,13969000,13271000,KRW_BTC,13404000,DAY,13922000
1223,61115626280,4608.299785,2020-07-31 9:00,UPBIT,13580000,12961000,KRW_BTC,13097000,DAY,13416000
1224,61951212852,4755.532715,2020-07-30 9:00,UPBIT,13170000,12800000,KRW_BTC,13123000,DAY,13098000
1225,76329757196,5839.53217,2020-07-29 9:00,UPBIT,13368000,12701000,KRW_BTC,12774000,DAY,13124000
1226,97625728883,7553.152932,2020-07-28 9:00,UPBIT,13202000,12515000,KRW_BTC,12914000,DAY,12772000
1227,1.3046E+11,10523.35455,2020-07-27 9:00,UPBIT,13275000,11701000,KRW_BTC,11706000,DAY,12916000
1228,48415693384,4143.370234,2020-07-26 9:00,UPBIT,11909000,11416000,KRW_BTC,11477000,DAY,11715000
1229,18061315980,1583.496706,2020-07-25 9:00,UPBIT,11500000,11333000,KRW_BTC,11346000,DAY,11477000
1230,24458186721,2160.087493,2020-07-24 9:00,UPBIT,11438000,11238000,KRW_BTC,11322000,DAY,11346000
1231,34844830671,3090.334931,2020-07-23 9:00,UPBIT,11418000,11183000,KRW_BTC,11258000,DAY,11331000
1232,27574564362,2474.643167,2020-07-22 9:00,UPBIT,11280000,11066000,KRW_BTC,11117000,DAY,11269000
1233,35838586966,3235.468313,2020-07-21 9:00,UPBIT,11220000,10930000,KRW_BTC,10940000,DAY,11123000
1234,18353972823,1677.889243,2020-07-20 9:00,UPBIT,10981000,10908000,KRW_BTC,10943000,DAY,10950000
1235,10646124009,976.0132627,2020-07-19 9:00,UPBIT,10971000,10869000,KRW_BTC,10908000,DAY,10943000
1236,10364274365,948.9275781,2020-07-18 9:00,UPBIT,10990000,10894000,KRW_BTC,10949000,DAY,10905000
1237,17633051345,1615.753153,2020-07-17 9:00,UPBIT,10980000,10875000,KRW_BTC,10924000,DAY,10937000
1238,22590778578,2068.356192,2020-07-16 9:00,UPBIT,11003000,10835000,KRW_BTC,10975000,DAY,10934000
1239,18128428284,1649.894148,2020-07-15 9:00,UPBIT,11017000,10955000,KRW_BTC,11011000,DAY,10975000
1240,27426619157,2495.548972,2020-07-14 9:00,UPBIT,11040000,10925000,KRW_BTC,11011000,DAY,11010000
1241,28708587699,2605.403482,2020-07-13 9:00,UPBIT,11063000,10908000,KRW_BTC,11036000,DAY,11000000
1242,14475567008,1317.605221,2020-07-12 9:00,UPBIT,11061000,10915000,KRW_BTC,10968000,DAY,11036000
1243,11412149191,1039.648489,2020-07-11 9:00,UPBIT,11044000,10910000,KRW_BTC,11039000,DAY,10957000
1244,22365040790,2044.037311,2020-07-10 9:00,UPBIT,11062000,10880000,KRW_BTC,10961000,DAY,11043000
1245,29019864173,2625.432216,2020-07-09 9:00,UPBIT,11149000,10906000,KRW_BTC,11135000,DAY,10961000
1246,36222534301,3274.769819,2020-07-08 9:00,UPBIT,11208000,10968000,KRW_BTC,10988000,DAY,11138000
1247,20112615096,1828.517133,2020-07-07 9:00,UPBIT,11097000,10952000,KRW_BTC,11065000,DAY,10988000
1248,31078720053,2834.356263,2020-07-06 9:00,UPBIT,11102000,10796000,KRW_BTC,10831000,DAY,11065000
1249,13334433839,1232.809558,2020-07-05 9:00,UPBIT,10900000,10700000,KRW_BTC,10883000,DAY,10831000
1250,11972124980,1102.13769,2020-07-04 9:00,UPBIT,10960000,10814000,KRW_BTC,10845000,DAY,10884000
1251,15727116469,1446.240884,2020-07-03 9:00,UPBIT,10920000,10821000,KRW_BTC,10888000,DAY,10837000
1252,24728362590,2255.067306,2020-07-02 9:00,UPBIT,11077000,10772000,KRW_BTC,11041000,DAY,10888000
1253,19167980240,1746.779919,2020-07-01 9:00,UPBIT,11111000,10887000,KRW_BTC,10903000,DAY,11051000
1254,16317539320,1491.98629,2020-06-30 9:00,UPBIT,11004000,10882000,KRW_BTC,10980000,DAY,10903000
1255,21264996335,1945.523093,2020-06-29 9:00,UPBIT,11033000,10814000,KRW_BTC,10970000,DAY,10972000
1256,21976597778,2015.602425,2020-06-28 9:00,UPBIT,11163000,10756000,KRW_BTC,10913000,DAY,10970000
1257,18748578164,1712.146247,2020-06-27 9:00,UPBIT,11051000,10791000,KRW_BTC,11045000,DAY,10913000
1258,23059816065,2087.941295,2020-06-26 9:00,UPBIT,11185000,10901000,KRW_BTC,11151000,DAY,11045000
1259,29988117922,2709.109893,2020-06-25 9:00,UPBIT,11232000,10842000,KRW_BTC,11232000,DAY,11147000
1260,36619784579,3231.001307,2020-06-24 9:00,UPBIT,11553000,11110000,KRW_BTC,11506000,DAY,11233000
1261,26891343458,2329.403946,2020-06-23 9:00,UPBIT,11649000,11488000,KRW_BTC,11593000,DAY,11509000
1262,30791755248,2696.344505,2020-06-22 9:00,UPBIT,11675000,11232000,KRW_BTC,11235000,DAY,11593000
1263,10272158821,909.5552699,2020-06-21 9:00,UPBIT,11355000,11225000,KRW_BTC,11317000,DAY,11238000
1264,14231412199,1263.7329,2020-06-20 9:00,UPBIT,11351000,11155000,KRW_BTC,11285000,DAY,11325000
1265,26946529629,2389.517785,2020-06-19 9:00,UPBIT,11382000,11150000,KRW_BTC,11341000,DAY,11286000
1266,26381811752,2323.411973,2020-06-18 9:00,UPBIT,11445000,11224000,KRW_BTC,11437000,DAY,11341000
1267,31238353648,2739.255456,2020-06-17 9:00,UPBIT,11517000,11320000,KRW_BTC,11453000,DAY,11437000
1268,34502891644,3026.568243,2020-06-16 9:00,UPBIT,11492000,11267000,KRW_BTC,11339000,DAY,11453000
1269,52014354737,4693.793931,2020-06-15 9:00,UPBIT,11415000,10770000,KRW_BTC,11246000,DAY,11346000
1270,15908809806,1408.073502,2020-06-14 9:00,UPBIT,11395000,11156000,KRW_BTC,11382000,DAY,11246000
1271,13771682146,1212.950409,2020-06-13 9:00,UPBIT,11406000,11272000,KRW_BTC,11374000,DAY,11388000
1272,30023306035,2651.81738,2020-06-12 9:00,UPBIT,11449000,11062000,KRW_BTC,11090000,DAY,11380000
1273,52048827003,4545.215074,2020-06-11 9:00,UPBIT,11799000,11058000,KRW_BTC,11732000,DAY,11090000
1274,26666609379,2283.585579,2020-06-10 9:00,UPBIT,11847000,11590000,KRW_BTC,11688000,DAY,11737000
1275,30362395604,2610.124787,2020-06-09 9:00,UPBIT,11777000,11550000,KRW_BTC,11690000,DAY,11688000
1276,20145057135,1728.382889,2020-06-08 9:00,UPBIT,11719000,11560000,KRW_BTC,11680000,DAY,11690000
1277,30687558396,2655.73232,2020-06-07 9:00,UPBIT,11786000,11373000,KRW_BTC,11641000,DAY,11687000
1278,16923944615,1459.868073,2020-06-06 9:00,UPBIT,11699000,11512000,KRW_BTC,11601000,DAY,11641000
1279,30417222203,2593.825824,2020-06-05 9:00,UPBIT,11855000,11561000,KRW_BTC,11785000,DAY,11597000
1280,48833048011,4182.022952,2020-06-04 9:00,UPBIT,11865000,11470000,KRW_BTC,11659000,DAY,11784000
1281,35062388672,3039.986053,2020-06-03 9:00,UPBIT,11661000,11401000,KRW_BTC,11520000,DAY,11648000
1282,1.02917E+11,8745.473285,2020-06-02 9:00,UPBIT,12173000,11301000,KRW_BTC,12111000,DAY,11520000
1283,72340680826,6160.915576,2020-06-01 9:00,UPBIT,12230000,11402000,KRW_BTC,11432000,DAY,12112000
1284,28986252422,2525.313461,2020-05-31 9:00,UPBIT,11585000,11363000,KRW_BTC,11583000,DAY,11432000
1285,34962042869,3047.33667,2020-05-30 9:00,UPBIT,11603000,11303000,KRW_BTC,11397000,DAY,11581000
1286,34168970856,2986.579176,2020-05-29 9:00,UPBIT,11603000,11276000,KRW_BTC,11579000,DAY,11398000
1287,50285107803,4438.473141,2020-05-28 9:00,UPBIT,11600000,11104000,KRW_BTC,11151000,DAY,11579000
1288,48719227591,4433.783301,2020-05-27 9:00,UPBIT,11187000,10722000,KRW_BTC,10724000,DAY,11163000
1289,34017141091,3154.589746,2020-05-26 9:00,UPBIT,10929000,10611000,KRW_BTC,10821000,DAY,10729000
1290,45994606185,4299.982282,2020-05-25 9:00,UPBIT,10886000,10507000,KRW_BTC,10663000,DAY,10825000
1291,39202816223,3564.633242,2020-05-24 9:00,UPBIT,11249000,10630000,KRW_BTC,11140000,DAY,10664000
1292,23533380574,2106.463909,2020-05-23 9:00,UPBIT,11299000,11048000,KRW_BTC,11117000,DAY,11140000
1293,46992384425,4239.65574,2020-05-22 9:00,UPBIT,11242000,10900000,KRW_BTC,11089000,DAY,11117000
1294,82011331059,7323.045949,2020-05-21 9:00,UPBIT,11609000,10798000,KRW_BTC,11533000,DAY,11089000
1295,60920389156,5246.788728,2020-05-20 9:00,UPBIT,11800000,11350000,KRW_BTC,11727000,DAY,11532000
1296,75842909560,6500.919618,2020-05-19 9:00,UPBIT,11833000,11430000,KRW_BTC,11704000,DAY,11727000
1297,76636994385,6557.54614,2020-05-18 9:00,UPBIT,11899000,11380000,KRW_BTC,11619000,DAY,11705000
1298,60280951873,5191.711773,2020-05-17 9:00,UPBIT,11831000,11275000,KRW_BTC,11322000,DAY,11619000
1299,51370088940,4514.140061,2020-05-16 9:00,UPBIT,11570000,11175000,KRW_BTC,11314000,DAY,11325000
1300,93931677154,8174.219288,2020-05-15 9:00,UPBIT,11839000,11229000,KRW_BTC,11777000,DAY,11314000
1301,1.17383E+11,10116.56034,2020-05-14 9:00,UPBIT,11945000,11215000,KRW_BTC,11265000,DAY,11776000
1302,65233296419,5944.676232,2020-05-13 9:00,UPBIT,11347000,10660000,KRW_BTC,10680000,DAY,11268000
1303,61999569614,5819.876953,2020-05-12 9:00,UPBIT,10866000,10400000,KRW_BTC,10441000,DAY,10677000
1304,1.47447E+11,13828.24763,2020-05-11 9:00,UPBIT,11248000,10121000,KRW_BTC,10672000,DAY,10448000
1305,1.58191E+11,14835.99642,2020-05-10 9:00,UPBIT,11600000,10220000,KRW_BTC,11553000,DAY,10671000
1306,77216475461,6605.953077,2020-05-09 9:00,UPBIT,11950000,11477000,KRW_BTC,11881000,DAY,11550000
1307,84166531533,7019.789316,2020-05-08 9:00,UPBIT,12163000,11810000,KRW_BTC,11988000,DAY,11881000
1308,1.23672E+11,10671.0467,2020-05-07 9:00,UPBIT,12062000,11128000,KRW_BTC,11269000,DAY,11998000
1309,80958950442,7257.032423,2020-05-06 9:00,UPBIT,11445000,10879000,KRW_BTC,10967000,DAY,11269000
1310,56764303650,5217.540696,2020-05-05 9:00,UPBIT,11020000,10740000,KRW_BTC,10837000,DAY,10972000
1311,65617970194,6138.504059,2020-05-04 9:00,UPBIT,10955000,10451000,KRW_BTC,10882000,DAY,10850000
1312,59616651320,5450.495956,2020-05-03 9:00,UPBIT,11125000,10696000,KRW_BTC,10881000,DAY,10887000
1313,45342652581,4199.29888,2020-05-02 9:00,UPBIT,10938000,10640000,KRW_BTC,10773000,DAY,10882000
1314,78473555697,7311.845012,2020-05-01 9:00,UPBIT,11049000,10458000,KRW_BTC,10477000,DAY,10773000
1315,1.9518E+11,18049.43051,2020-04-30 9:00,UPBIT,11435000,10279000,KRW_BTC,10530000,DAY,10477000
1316,1.10444E+11,11013.08165,2020-04-29 9:00,UPBIT,10681000,9376000,KRW_BTC,9410000,DAY,10530000
1317,34671169783,3693.316967,2020-04-28 9:00,UPBIT,9497000,9339000,KRW_BTC,9490000,DAY,9410000
1318,43330227690,4609.290722,2020-04-27 9:00,UPBIT,9495000,9313000,KRW_BTC,9376000,DAY,9490000
1319,34981047553,3784.446292,2020-04-26 9:00,UPBIT,9377000,9149000,KRW_BTC,9155000,DAY,9376000
1320,28532180065,3113.159265,2020-04-25 9:00,UPBIT,9280000,9060000,KRW_BTC,9100000,DAY,9164000
1321,47706101913,5226.530881,2020-04-24 9:00,UPBIT,9231000,8985000,KRW_BTC,9052000,DAY,9100000
1322,65954842381,7418.273815,2020-04-23 9:00,UPBIT,9167000,8567000,KRW_BTC,8640000,DAY,9057000
1323,27659407696,3244.891723,2020-04-22 9:00,UPBIT,8675000,8384000,KRW_BTC,8407000,DAY,8636000
1324,28791068485,3426.080475,2020-04-21 9:00,UPBIT,8498000,8300000,KRW_BTC,8387000,DAY,8407000
1325,38092530426,4451.043868,2020-04-20 9:00,UPBIT,8720000,8366000,KRW_BTC,8660000,DAY,8387000
1326,24012550572,2777.532153,2020-04-19 9:00,UPBIT,8734000,8546000,KRW_BTC,8712000,DAY,8660000
1327,28862336552,3336.683529,2020-04-18 9:00,UPBIT,8752000,8510000,KRW_BTC,8519000,DAY,8712000
1328,33310417690,3897.449738,2020-04-17 9:00,UPBIT,8611000,8480000,KRW_BTC,8557000,DAY,8519000
1329,67629188062,8091.89938,2020-04-16 9:00,UPBIT,8621000,7929000,KRW_BTC,8107000,DAY,8562000
1330,25649898511,3098.61249,2020-04-15 9:00,UPBIT,8415000,8089000,KRW_BTC,8375000,DAY,8108000
1331,30379576002,3625.160885,2020-04-14 9:00,UPBIT,8456000,8272000,KRW_BTC,8379000,DAY,8378000
1332,44627031066,5377.636006,2020-04-13 9:00,UPBIT,8472000,8162000,KRW_BTC,8464000,DAY,8379000
1333,35752626298,4191.06002,2020-04-12 9:00,UPBIT,8752000,8341000,KRW_BTC,8463000,DAY,8470000
1334,22368574097,2654.495237,2020-04-11 9:00,UPBIT,8535000,8318000,KRW_BTC,8413000,DAY,8463000
1335,55351728619,6529.562152,2020-04-10 9:00,UPBIT,8825000,8241000,KRW_BTC,8803000,DAY,8414000
1336,36987971407,4206.924188,2020-04-09 9:00,UPBIT,8853000,8648000,KRW_BTC,8821000,DAY,8804000
1337,43997731887,5003.681188,2020-04-08 9:00,UPBIT,8913000,8621000,KRW_BTC,8652000,DAY,8821000
1338,74538410402,8498.132714,2020-04-07 9:00,UPBIT,8957000,8544000,KRW_BTC,8777000,DAY,8660000
1339,72706844880,8571.071114,2020-04-06 9:00,UPBIT,8800000,8183000,KRW_BTC,8198000,DAY,8786000
1340,23644907829,2884.409314,2020-04-05 9:00,UPBIT,8280000,8100000,KRW_BTC,8248000,DAY,8198000
1341,32433052095,3955.733341,2020-04-04 9:00,UPBIT,8333000,8100000,KRW_BTC,8149000,DAY,8249000
1342,64473002956,7822.877032,2020-04-03 9:00,UPBIT,8434000,8041000,KRW_BTC,8160000,DAY,8156000
1343,1.0009E+11,12240.95377,2020-04-02 9:00,UPBIT,8505000,7989000,KRW_BTC,8065000,DAY,8174000
1344,52150557186,6726.18023,2020-04-01 9:00,UPBIT,8096000,7529000,KRW_BTC,7799000,DAY,8074000
1345,52283714553,6667.69226,2020-03-31 9:00,UPBIT,7989000,7735000,KRW_BTC,7794000,DAY,7799000
1346,70373556934,9173.560851,2020-03-30 9:00,UPBIT,8014000,7199000,KRW_BTC,7218000,DAY,7798000
1347,33144434809,4443.497879,2020-03-29 9:00,UPBIT,7679000,7215000,KRW_BTC,7658000,DAY,7218000
1348,58835916140,7702.102337,2020-03-28 9:00,UPBIT,7885000,7403000,KRW_BTC,7883000,DAY,7656000
1349,55144155849,6749.553055,2020-03-27 9:00,UPBIT,8365000,7820000,KRW_BTC,8281000,DAY,7880000
1350,50572458752,6160.81327,2020-03-26 9:00,UPBIT,8344000,8091000,KRW_BTC,8276000,DAY,8272000
1351,1.04388E+11,12629.11801,2020-03-25 9:00,UPBIT,8538000,8080000,KRW_BTC,8362000,DAY,8271000
1352,1.24422E+11,15158.03959,2020-03-24 9:00,UPBIT,8412000,7892000,KRW_BTC,8047000,DAY,8367000
1353,1.30578E+11,16867.52953,2020-03-23 9:00,UPBIT,8189000,7219000,KRW_BTC,7379000,DAY,8047000
1354,67529265091,8795.775039,2020-03-22 9:00,UPBIT,7970000,7335000,KRW_BTC,7740000,DAY,7366000
1355,90568223997,11663.73945,2020-03-21 9:00,UPBIT,8093000,7415000,KRW_BTC,7788000,DAY,7740000
1356,1.93507E+11,24142.35879,2020-03-20 9:00,UPBIT,8645000,7384000,KRW_BTC,7675000,DAY,7781000
1357,1.63162E+11,22522.27503,2020-03-19 9:00,UPBIT,8111000,6613000,KRW_BTC,6747000,DAY,7679000
1358,90178224521,13630.45744,2020-03-18 9:00,UPBIT,6895000,6371000,KRW_BTC,6774000,DAY,6745000
1359,99557225304,14938.32947,2020-03-17 9:00,UPBIT,6885000,6280000,KRW_BTC,6385000,DAY,6774000
1360,1.23964E+11,19383.80785,2020-03-16 9:00,UPBIT,6914000,6000000,KRW_BTC,6905000,DAY,6385000
1361,74519102976,10779.97008,2020-03-15 9:00,UPBIT,7298000,6660000,KRW_BTC,6823000,DAY,6909000
1362,89133217358,12799.5822,2020-03-14 9:00,UPBIT,7284000,6600000,KRW_BTC,7261000,DAY,6823000
1363,3.38082E+11,50282.26301,2020-03-13 9:00,UPBIT,7470000,5489000,KRW_BTC,6362000,DAY,7267000
1364,2.35086E+11,29866.0251,2020-03-12 9:00,UPBIT,9537000,5980000,KRW_BTC,9507000,DAY,6363000
1365,38718191634,4110.017164,2020-03-11 9:00,UPBIT,9637000,9163000,KRW_BTC,9574000,DAY,9510000
1366,42778061109,4439.332333,2020-03-10 9:00,UPBIT,9849000,9413000,KRW_BTC,9726000,DAY,9574000
1367,74351398658,7692.575807,2020-03-09 9:00,UPBIT,10064000,9356000,KRW_BTC,9883000,DAY,9726000
1368,51846074010,5043.980892,2020-03-08 9:00,UPBIT,10699000,9820000,KRW_BTC,10678000,DAY,9876000
1369,25243997328,2335.983662,2020-03-07 9:00,UPBIT,10980000,10648000,KRW_BTC,10852000,DAY,10678000
1370,25470551278,2353.860898,2020-03-06 9:00,UPBIT,10890000,10720000,KRW_BTC,10791000,DAY,10840000
1371,38380097237,3582.136347,2020-03-05 9:00,UPBIT,10869000,10494000,KRW_BTC,10504000,DAY,10791000
1372,23622827783,2250.687599,2020-03-04 9:00,UPBIT,10588000,10420000,KRW_BTC,10502000,DAY,10503000
1373,30119548760,2858.438208,2020-03-03 9:00,UPBIT,10689000,10405000,KRW_BTC,10675000,DAY,10502000
1374,31672027841,3010.563538,2020-03-02 9:00,UPBIT,10749000,10326000,KRW_BTC,10358000,DAY,10675000
1375,34073229457,3275.715191,2020-03-01 9:00,UPBIT,10559000,10287000,KRW_BTC,10380000,DAY,10374000
1376,22523893823,2145.363108,2020-02-29 9:00,UPBIT,10631000,10371000,KRW_BTC,10575000,DAY,10374000
1377,54606619565,5181.615357,2020-02-28 9:00,UPBIT,10840000,10306000,KRW_BTC,10696000,DAY,10575000
1378,68530906781,6437.734259,2020-02-27 9:00,UPBIT,10888000,10313000,KRW_BTC,10742000,DAY,10699000
1379,82455216389,7477.712645,2020-02-26 9:00,UPBIT,11408000,10628000,KRW_BTC,11330000,DAY,10741000
1380,44619424372,3895.257568,2020-02-25 9:00,UPBIT,11639000,11280000,KRW_BTC,11635000,DAY,11330000
1381,36343856050,3115.028558,2020-02-24 9:00,UPBIT,11840000,11555000,KRW_BTC,11753000,DAY,11633000
1382,38424742192,3288.459796,2020-02-23 9:00,UPBIT,11831000,11482000,KRW_BTC,11495000,DAY,11753000
1383,21067376075,1836.087072,2020-02-22 9:00,UPBIT,11529000,11395000,KRW_BTC,11498000,DAY,11496000
1384,49077437553,4249.298634,2020-02-21 9:00,UPBIT,11620000,11454000,KRW_BTC,11532000,DAY,11498000
1385,72234337183,6303.71044,2020-02-20 9:00,UPBIT,11580000,11350000,KRW_BTC,11419000,DAY,11520000
1386,67070310930,5713.594023,2020-02-19 9:00,UPBIT,11973000,11350000,KRW_BTC,11837000,DAY,11415000
1387,62996029297,5450.875884,2020-02-18 9:00,UPBIT,11900000,11308000,KRW_BTC,11438000,DAY,11838000
1388,67010421516,5888.971797,2020-02-17 9:00,UPBIT,11691000,11136000,KRW_BTC,11659000,DAY,11438000
1389,61959756344,5377.243921,2020-02-16 9:00,UPBIT,11766000,11320000,KRW_BTC,11513000,DAY,11659000
1390,56761104058,4844.006183,2020-02-15 9:00,UPBIT,11889000,11400000,KRW_BTC,11857000,DAY,11503000
1391,52247414484,4420.813842,2020-02-14 9:00,UPBIT,11899000,11717000,KRW_BTC,11793000,DAY,11845000
1392,1.0856E+11,9190.66396,2020-02-13 9:00,UPBIT,12044000,11580000,KRW_BTC,11793000,DAY,11793000
1393,78341582234,6619.13819,2020-02-12 9:00,UPBIT,11956000,11761000,KRW_BTC,11820000,DAY,11793000
1394,69984450456,6034.791223,2020-02-11 9:00,UPBIT,11950000,11269000,KRW_BTC,11520000,DAY,11819000
1395,60459892531,5213.484235,2020-02-10 9:00,UPBIT,11864000,11392000,KRW_BTC,11821000,DAY,11520000
1396,57924089181,4936.952917,2020-02-09 9:00,UPBIT,11863000,11567000,KRW_BTC,11568000,DAY,11821000
1397,49928407922,4372.509421,2020-02-08 9:00,UPBIT,11600000,11257000,KRW_BTC,11490000,DAY,11568000
